~~~~~~~STARTING~~~~~~~~
Lambda = 50.00, Ts = 0.020, SimTime = 100.00

wAvg = 3, qAvg = 3
Arrival      Tw      Start       End        Tq
51.209     0.009    51.218     51.240     0.032
51.214     0.050    51.265     51.281     0.067
51.218     0.063    51.281     51.283     0.065
51.262     0.021    51.283     51.291     0.029
51.310     0.000    51.310     51.324     0.014
51.327     0.007    51.334     51.344     0.018
51.334     0.029    51.363     51.364     0.030
51.349     0.015    51.364     51.383     0.034
51.363     0.020    51.383     51.391     0.027
51.401     0.000    51.401     51.403     0.002
51.422     0.000    51.422     51.422     0.001
51.431     0.000    51.431     51.446     0.015
51.458     0.031    51.489     51.491     0.033
51.468     0.023    51.491     51.512     0.044
51.469     0.110    51.578     51.590     0.122
51.536     0.055    51.590     51.598     0.062
51.578     0.029    51.607     51.608     0.029
51.607     0.000    51.608     51.623     0.015
51.627     0.004    51.630     51.635     0.008
51.630     0.005    51.635     51.636     0.006
51.669     0.000    51.669     51.675     0.006
51.717     0.025    51.742     51.745     0.028
51.732     0.034    51.766     51.789     0.057
51.742     0.056    51.798     51.810     0.068
51.745     0.068    51.813     51.819     0.074
51.794     0.128    51.922     51.935     0.141
51.813     0.122    51.935     51.939     0.126
51.824     0.135    51.959     51.984     0.160
51.959     0.039    51.998     52.005     0.046
51.986     0.046    52.032     52.037     0.051
51.996     0.041    52.037     52.050     0.054
52.021     0.033    52.055     52.063     0.041
52.051     0.037    52.088     52.089     0.038
52.055     0.056    52.111     52.114     0.059
52.069     0.056    52.125     52.128     0.059
52.097     0.088    52.185     52.198     0.101
52.125     0.074    52.198     52.203     0.078
52.148     0.083    52.231     52.232     0.083
52.215     0.016    52.232     52.242     0.026
52.231     0.011    52.242     52.245     0.015
52.279     0.010    52.289     52.304     0.025
52.289     0.037    52.326     52.327     0.037
52.324     0.016    52.340     52.351     0.027
52.326     0.024    52.351     52.355     0.029
52.340     0.022    52.362     52.370     0.030
52.362     0.008    52.370     52.406     0.044
52.418     0.000    52.418     52.422     0.004
52.425     0.043    52.469     52.469     0.044
52.467     0.011    52.478     52.479     0.012
52.469     0.021    52.490     52.491     0.022
52.478     0.013    52.491     52.504     0.026
52.490     0.014    52.504     52.532     0.042
52.542     0.000    52.542     52.557     0.014
52.583     0.000    52.583     52.598     0.016
52.623     0.000    52.623     52.670     0.047
52.724     0.024    52.748     52.757     0.033
52.742     0.018    52.759     52.762     0.020
52.748     0.021    52.769     52.770     0.022
52.759     0.036    52.796     52.825     0.065
52.765     0.060    52.825     52.828     0.062
52.796     0.032    52.828     52.845     0.049
52.850     0.005    52.855     52.905     0.055
52.850     0.055    52.905     52.919     0.068
52.855     0.084    52.939     52.968     0.113
52.937     0.031    52.968     52.980     0.044
52.939     0.041    52.980     53.000     0.061
53.044     0.000    53.044     53.047     0.003
53.066     0.003    53.069     53.097     0.031
53.069     0.034    53.103     53.109     0.039
53.102     0.038    53.140     53.140     0.039
53.103     0.038    53.140     53.153     0.050
53.140     0.013    53.153     53.161     0.021
53.166     0.000    53.166     53.169     0.002
53.177     0.000    53.177     53.204     0.028
53.212     0.000    53.212     53.216     0.005
53.270     0.000    53.270     53.282     0.013
53.303     0.000    53.303     53.312     0.009
53.320     0.000    53.320     53.325     0.004
53.370     0.002    53.372     53.384     0.014
53.372     0.012    53.384     53.388     0.015
53.445     0.023    53.467     53.498     0.054
53.454     0.093    53.547     53.549     0.095
53.467     0.082    53.549     53.559     0.091
53.538     0.021    53.559     53.559     0.021
53.613     0.013    53.626     53.627     0.014
53.614     0.012    53.627     53.634     0.020
53.619     0.029    53.648     53.652     0.033
53.635     0.017    53.652     53.652     0.017
53.643     0.013    53.656     53.664     0.021
53.656     0.008    53.664     53.665     0.010
53.666     0.009    53.675     53.692     0.025
53.675     0.016    53.692     53.701     0.026
53.704     0.005    53.709     53.710     0.007
53.709     0.071    53.780     53.797     0.088
53.713     0.103    53.816     53.816     0.103
53.732     0.108    53.841     53.847     0.115
53.802     0.068    53.870     53.877     0.075
53.836     0.041    53.877     53.886     0.050
53.859     0.028    53.886     53.897     0.038
53.911     0.030    53.941     53.950     0.039
53.923     0.028    53.950     53.954     0.031
53.926     0.028    53.954     53.957     0.031
53.974     0.010    53.985     53.985     0.010
53.976     0.022    53.998     54.004     0.028
53.981     0.056    54.038     54.048     0.067
53.990     0.058    54.048     54.050     0.060
54.038     0.013    54.050     54.053     0.015
54.066     0.000    54.066     54.088     0.023
54.158     0.000    54.158     54.161     0.003
54.164     0.000    54.164     54.170     0.006
54.173     0.032    54.206     54.222     0.048
54.206     0.016    54.222     54.231     0.025
54.258     0.004    54.262     54.262     0.004
54.262     0.000    54.262     54.278     0.016
54.294     0.060    54.353     54.363     0.069
54.298     0.119    54.417     54.419     0.121
54.353     0.065    54.419     54.419     0.066
54.371     0.048    54.419     54.429     0.058
54.440     0.000    54.440     54.441     0.001
54.474     0.000    54.474     54.486     0.012
54.487     0.000    54.487     54.526     0.039
54.527     0.000    54.527     54.535     0.008
54.536     0.000    54.536     54.550     0.015
54.587     0.000    54.587     54.588     0.001
54.639     0.099    54.738     54.753     0.115
54.655     0.109    54.764     54.778     0.123
54.714     0.064    54.778     54.785     0.071
54.764     0.021    54.785     54.789     0.025
54.806     0.028    54.834     54.835     0.029
54.813     0.022    54.835     54.839     0.027
54.820     0.019    54.839     54.839     0.019
54.880     0.000    54.880     54.913     0.033
54.914     0.000    54.914     54.928     0.015
54.940     0.000    54.940     54.945     0.004
54.948     0.002    54.950     54.951     0.004
54.950     0.002    54.951     54.956     0.007
55.017     0.000    55.017     55.023     0.006
55.038     0.010    55.047     55.069     0.032
55.047     0.022    55.069     55.081     0.033
55.096     0.023    55.119     55.125     0.029
55.096     0.043    55.139     55.144     0.048
55.119     0.057    55.176     55.178     0.059
55.132     0.046    55.178     55.179     0.047
55.145     0.034    55.179     55.183     0.038
55.209     0.000    55.209     55.226     0.017
55.229     0.061    55.289     55.290     0.061
55.229     0.060    55.290     55.304     0.074
55.287     0.020    55.307     55.308     0.021
55.307     0.001    55.308     55.323     0.016
55.329     0.000    55.329     55.335     0.005
55.337     0.000    55.337     55.343     0.006
55.374     0.000    55.374     55.409     0.035
55.441     0.016    55.457     55.460     0.019
55.457     0.010    55.467     55.469     0.012
55.467     0.020    55.487     55.508     0.041
55.485     0.024    55.508     55.546     0.061
55.487     0.065    55.552     55.553     0.066
55.552     0.001    55.553     55.575     0.023
55.624     0.003    55.627     55.654     0.030
55.627     0.031    55.659     55.671     0.043
55.659     0.027    55.685     55.688     0.030
55.685     0.006    55.692     55.696     0.010
55.692     0.004    55.696     55.697     0.005
55.717     0.011    55.727     55.730     0.013
55.727     0.002    55.730     55.732     0.005
55.748     0.000    55.748     55.763     0.015
55.763     0.000    55.763     55.764     0.001
55.789     0.032    55.820     55.821     0.032
55.820     0.001    55.821     55.848     0.028
55.862     0.003    55.866     55.871     0.009
55.866     0.006    55.871     55.879     0.013
55.880     0.000    55.880     55.881     0.001
55.889     0.002    55.891     55.900     0.011
55.891     0.031    55.923     55.928     0.037
55.907     0.033    55.939     55.941     0.034
55.923     0.018    55.941     55.969     0.046
55.939     0.030    55.969     55.973     0.034
56.052     0.040    56.092     56.093     0.041
56.059     0.081    56.140     56.143     0.084
56.059     0.098    56.158     56.167     0.107
56.102     0.110    56.212     56.219     0.118
56.158     0.062    56.219     56.248     0.090
56.202     0.046    56.248     56.257     0.055
56.269     0.000    56.269     56.271     0.002
56.275     0.000    56.275     56.281     0.006
56.289     0.049    56.338     56.338     0.049
56.329     0.010    56.338     56.345     0.016
56.338     0.010    56.348     56.351     0.012
56.348     0.031    56.379     56.384     0.036
56.365     0.019    56.384     56.387     0.022
56.376     0.011    56.387     56.392     0.015
56.403     0.000    56.403     56.410     0.007
56.439     0.024    56.463     56.480     0.042
56.463     0.022    56.485     56.495     0.032
56.485     0.010    56.495     56.508     0.023
56.508     0.000    56.508     56.512     0.003
56.530     0.007    56.538     56.542     0.012
56.534     0.073    56.607     56.638     0.103
56.538     0.160    56.698     56.703     0.166
56.544     0.173    56.718     56.729     0.184
56.664     0.089    56.752     56.753     0.090
56.717     0.056    56.773     56.777     0.060
56.739     0.038    56.777     56.795     0.055
56.773     0.062    56.835     56.845     0.072
56.835     0.036    56.871     56.872     0.038
56.845     0.027    56.872     56.876     0.031
56.871     0.033    56.904     56.909     0.039
56.877     0.032    56.909     56.916     0.038
56.904     0.037    56.941     56.948     0.044
56.941     0.007    56.948     56.948     0.008
56.968     0.004    56.972     56.975     0.007
56.972     0.008    56.979     56.990     0.019
56.979     0.011    56.990     57.002     0.022
57.034     0.000    57.034     57.037     0.003
57.040     0.012    57.052     57.067     0.027
57.040     0.027    57.067     57.080     0.040
57.041     0.039    57.080     57.083     0.042
57.091     0.030    57.121     57.126     0.036
57.110     0.018    57.128     57.129     0.019
57.115     0.014    57.129     57.131     0.016
57.128     0.002    57.131     57.136     0.008
57.162     0.000    57.162     57.174     0.012
57.176     0.070    57.246     57.276     0.100
57.202     0.073    57.276     57.279     0.076
57.216     0.063    57.279     57.283     0.067
57.294     0.000    57.294     57.302     0.007
57.331     0.001    57.331     57.336     0.005
57.331     0.005    57.336     57.344     0.013
57.345     0.000    57.345     57.345     0.000
57.351     0.000    57.351     57.352     0.001
57.375     0.004    57.379     57.412     0.037
57.379     0.033    57.412     57.418     0.039
57.455     0.000    57.455     57.468     0.013
57.527     0.001    57.528     57.545     0.017
57.528     0.021    57.549     57.558     0.031
57.549     0.014    57.562     57.570     0.021
57.562     0.037    57.600     57.605     0.042
57.572     0.032    57.605     57.605     0.032
57.600     0.005    57.605     57.605     0.006
57.607     0.031    57.638     57.642     0.035
57.618     0.025    57.642     57.645     0.027
57.631     0.014    57.645     57.648     0.017
57.663     0.000    57.663     57.666     0.003
57.680     0.000    57.680     57.692     0.012
57.697     0.000    57.697     57.699     0.002
57.721     0.000    57.721     57.725     0.004
57.780     0.097    57.877     57.881     0.101
57.787     0.094    57.881     57.885     0.099
57.787     0.118    57.905     57.911     0.123
57.892     0.019    57.911     57.916     0.024
57.905     0.013    57.918     57.929     0.024
57.918     0.011    57.929     57.929     0.011
57.931     0.000    57.931     57.933     0.002
57.952     0.005    57.957     58.003     0.051
57.954     0.049    58.003     58.005     0.051
57.957     0.069    58.026     58.026     0.070
58.026     0.002    58.027     58.030     0.004
58.027     0.002    58.030     58.039     0.011
58.079     0.000    58.079     58.099     0.020
58.131     0.005    58.136     58.156     0.025
58.136     0.027    58.163     58.203     0.067
58.160     0.043    58.203     58.207     0.047
58.163     0.067    58.230     58.241     0.078
58.230     0.040    58.270     58.271     0.041
58.270     0.051    58.321     58.322     0.053
58.318     0.004    58.323     58.329     0.011
58.321     0.008    58.329     58.333     0.013
58.323     0.011    58.333     58.380     0.057
58.393     0.000    58.393     58.415     0.022
58.458     0.013    58.472     58.478     0.020
58.472     0.006    58.478     58.483     0.011
58.492     0.000    58.492     58.496     0.003
58.506     0.000    58.506     58.516     0.009
58.559     0.000    58.559     58.565     0.006
58.574     0.015    58.589     58.597     0.022
58.589     0.009    58.598     58.638     0.049
58.598     0.040    58.638     58.638     0.041
58.667     0.000    58.667     58.669     0.003
58.670     0.000    58.670     58.671     0.001
58.728     0.000    58.728     58.737     0.010
58.749     0.002    58.751     58.759     0.010
58.750     0.049    58.800     58.807     0.057
58.751     0.056    58.807     58.810     0.059
58.799     0.011    58.810     58.838     0.039
58.893     0.000    58.893     58.915     0.022
58.916     0.019    58.935     58.939     0.022
58.918     0.023    58.941     58.953     0.035
58.935     0.041    58.976     58.998     0.063
58.941     0.058    58.999     59.000     0.059
58.966     0.034    59.000     59.019     0.054
58.999     0.035    59.034     59.060     0.061
59.034     0.026    59.060     59.093     0.059
59.094     0.008    59.102     59.115     0.022
59.102     0.026    59.128     59.137     0.036
59.127     0.024    59.152     59.161     0.034
59.128     0.033    59.161     59.167     0.039
59.152     0.015    59.167     59.195     0.044
59.218     0.046    59.264     59.268     0.049
59.264     0.004    59.268     59.293     0.029
59.264     0.029    59.294     59.297     0.033
59.294     0.027    59.321     59.343     0.049
59.302     0.042    59.344     59.367     0.065
59.315     0.072    59.387     59.388     0.073
59.344     0.051    59.395     59.409     0.065
59.367     0.041    59.409     59.452     0.085
59.390     0.107    59.497     59.573     0.183
59.481     0.093    59.575     59.599     0.118
59.497     0.110    59.607     59.616     0.120
59.575     0.065    59.640     59.651     0.077
59.605     0.069    59.674     59.679     0.074
59.640     0.051    59.691     59.711     0.070
59.674     0.036    59.711     59.717     0.043
59.679     0.038    59.717     59.734     0.055
59.766     0.000    59.766     59.767     0.001
59.775     0.000    59.775     59.796     0.021
59.819     0.000    59.819     59.827     0.008
59.835     0.000    59.835     59.835     0.000
59.943     0.000    59.943     59.952     0.009
59.980     0.000    59.980     59.988     0.008
59.991     0.000    59.991     59.996     0.005
59.991     0.005    59.996     59.997     0.006
60.036     0.006    60.042     60.081     0.044
60.042     0.045    60.087     60.108     0.066
60.087     0.044    60.131     60.133     0.046
60.131     0.002    60.133     60.138     0.007
60.148     0.000    60.148     60.150     0.002
60.151     0.011    60.162     60.167     0.016
60.162     0.045    60.207     60.240     0.078
60.184     0.056    60.240     60.251     0.066
60.192     0.059    60.251     60.253     0.062
60.240     0.013    60.253     60.265     0.025
60.271     0.000    60.271     60.284     0.013
60.342     0.020    60.362     60.372     0.030
60.362     0.010    60.372     60.391     0.029
60.362     0.032    60.394     60.408     0.046
60.394     0.015    60.408     60.408     0.015
60.394     0.018    60.412     60.425     0.031
60.412     0.012    60.425     60.443     0.030
60.511     0.007    60.518     60.542     0.031
60.518     0.024    60.542     60.543     0.025
60.655     0.041    60.696     60.703     0.048
60.657     0.076    60.733     60.736     0.079
60.696     0.048    60.744     60.752     0.056
60.720     0.032    60.752     60.754     0.034
60.744     0.045    60.789     60.800     0.056
60.789     0.011    60.800     60.814     0.025
60.820     0.035    60.856     60.859     0.039
60.834     0.025    60.859     60.860     0.026
60.856     0.015    60.871     60.878     0.022
60.866     0.038    60.904     60.905     0.039
60.871     0.034    60.905     60.906     0.035
60.904     0.008    60.912     60.923     0.019
60.905     0.017    60.923     60.924     0.018
60.907     0.052    60.960     60.995     0.087
60.928     0.090    61.018     61.023     0.096
60.960     0.064    61.023     61.052     0.093
61.018     0.066    61.084     61.087     0.069
61.070     0.028    61.098     61.116     0.046
61.077     0.038    61.116     61.121     0.044
61.098     0.036    61.134     61.138     0.040
61.129     0.009    61.138     61.160     0.031
61.134     0.026    61.160     61.168     0.034
61.171     0.030    61.201     61.213     0.042
61.195     0.018    61.213     61.217     0.022
61.201     0.016    61.217     61.218     0.017
61.231     0.000    61.231     61.234     0.004
61.240     0.014    61.255     61.255     0.015
61.255     0.001    61.255     61.259     0.004
61.260     0.005    61.265     61.288     0.029
61.265     0.023    61.288     61.289     0.024
61.300     0.021    61.321     61.340     0.040
61.301     0.083    61.384     61.386     0.086
61.302     0.084    61.386     61.405     0.103
61.371     0.054    61.425     61.426     0.055
61.425     0.017    61.442     61.470     0.045
61.442     0.029    61.471     61.537     0.095
61.471     0.142    61.613     61.614     0.143
61.545     0.069    61.614     61.635     0.089
61.587     0.055    61.642     61.645     0.058
61.640     0.005    61.645     61.663     0.023
61.642     0.021    61.663     61.673     0.032
61.690     0.023    61.713     61.713     0.024
61.695     0.043    61.738     61.740     0.044
61.697     0.053    61.750     61.750     0.053
61.724     0.026    61.750     61.751     0.027
61.750     0.001    61.751     61.752     0.002
61.764     0.000    61.764     61.788     0.024
Tw(avg) = 0.029, Tq(avg) = 0.039
