~~~~~~~STARTING~~~~~~~~
Lambda = 50.00, Ts = 0.015, SimTime = 100.00

wAvg = 3, qAvg = 3
Arrival      Tw      Start       End        Tq
49.753     0.047    49.799     49.805     0.052
49.808     0.000    49.808     49.809     0.000
49.809     0.000    49.809     49.819     0.009
49.820     0.000    49.820     49.831     0.012
49.838     0.000    49.838     49.840     0.001
49.849     0.000    49.849     49.850     0.001
49.888     0.000    49.888     49.894     0.006
49.948     0.000    49.948     49.948     0.000
49.960     0.000    49.960     49.970     0.010
49.974     0.021    49.995     50.008     0.034
49.975     0.033    50.008     50.018     0.042
49.982     0.036    50.018     50.021     0.039
50.046     0.024    50.070     50.074     0.028
50.051     0.023    50.074     50.078     0.027
50.058     0.020    50.078     50.090     0.031
50.136     0.000    50.136     50.142     0.006
50.155     0.000    50.155     50.156     0.001
50.155     0.001    50.156     50.169     0.013
50.176     0.021    50.198     50.207     0.031
50.192     0.044    50.236     50.245     0.052
50.198     0.062    50.260     50.261     0.064
50.225     0.044    50.269     50.288     0.063
50.253     0.035    50.288     50.301     0.048
50.269     0.032    50.301     50.307     0.038
50.312     0.000    50.312     50.313     0.001
50.337     0.008    50.344     50.345     0.008
50.339     0.006    50.345     50.361     0.022
50.344     0.023    50.367     50.374     0.030
50.367     0.007    50.374     50.397     0.030
50.405     0.000    50.405     50.418     0.013
50.439     0.022    50.461     50.473     0.034
50.461     0.012    50.473     50.482     0.021
50.493     0.005    50.498     50.513     0.020
50.496     0.017    50.513     50.526     0.030
50.498     0.028    50.526     50.530     0.032
50.538     0.000    50.538     50.539     0.001
50.545     0.005    50.550     50.551     0.006
50.550     0.002    50.552     50.562     0.012
50.552     0.010    50.562     50.569     0.017
50.569     0.022    50.591     50.595     0.026
50.591     0.004    50.595     50.598     0.007
50.664     0.025    50.689     50.689     0.025
50.669     0.020    50.689     50.695     0.025
50.672     0.023    50.695     50.697     0.025
50.739     0.000    50.740     50.752     0.012
50.740     0.012    50.752     50.767     0.027
50.775     0.011    50.786     50.845     0.070
50.786     0.076    50.862     50.866     0.080
50.847     0.040    50.887     50.957     0.110
50.862     0.121    50.983     50.986     0.124
50.887     0.099    50.986     50.994     0.107
50.983     0.012    50.994     51.005     0.023
51.015     0.003    51.018     51.034     0.019
51.018     0.016    51.034     51.034     0.016
51.038     0.053    51.092     51.092     0.053
51.092     0.000    51.092     51.097     0.005
51.145     0.000    51.145     51.148     0.003
51.191     0.033    51.224     51.230     0.039
51.217     0.014    51.230     51.232     0.016
51.224     0.037    51.260     51.275     0.051
51.260     0.017    51.278     51.293     0.033
51.278     0.015    51.293     51.316     0.038
51.317     0.003    51.320     51.326     0.008
51.320     0.030    51.350     51.354     0.034
51.331     0.040    51.371     51.374     0.043
51.331     0.054    51.385     51.388     0.057
51.371     0.018    51.388     51.389     0.019
51.385     0.004    51.389     51.393     0.008
51.401     0.005    51.406     51.406     0.005
51.406     0.035    51.441     51.456     0.050
51.431     0.026    51.456     51.467     0.036
51.438     0.050    51.487     51.494     0.056
51.476     0.038    51.514     51.526     0.050
51.487     0.042    51.529     51.533     0.045
51.514     0.019    51.533     51.538     0.024
51.529     0.008    51.538     51.569     0.040
51.570     0.000    51.570     51.588     0.018
51.593     0.000    51.593     51.603     0.010
51.604     0.004    51.608     51.622     0.018
51.608     0.014    51.622     51.626     0.018
51.665     0.000    51.665     51.690     0.024
51.693     0.004    51.696     51.699     0.006
51.696     0.034    51.730     51.737     0.041
51.720     0.017    51.737     51.743     0.023
51.720     0.030    51.750     51.750     0.030
51.747     0.003    51.750     51.752     0.005
51.750     0.002    51.752     51.753     0.003
51.759     0.000    51.759     51.762     0.003
51.792     0.000    51.792     51.800     0.007
51.806     0.000    51.806     51.813     0.007
51.838     0.000    51.838     51.838     0.001
51.846     0.000    51.846     51.853     0.007
51.889     0.000    51.889     51.897     0.008
51.901     0.001    51.903     51.908     0.007
51.903     0.017    51.920     51.952     0.050
51.912     0.043    51.955     51.957     0.045
51.920     0.037    51.957     51.972     0.051
51.955     0.021    51.976     51.990     0.035
51.976     0.014    51.990     52.001     0.025
52.037     0.092    52.130     52.149     0.112
52.054     0.132    52.187     52.196     0.142
52.075     0.122    52.196     52.198     0.123
52.159     0.047    52.206     52.219     0.060
52.204     0.015    52.219     52.224     0.020
52.206     0.018    52.224     52.231     0.025
52.238     0.000    52.238     52.248     0.011
52.248     0.011    52.260     52.269     0.021
52.260     0.010    52.269     52.277     0.017
52.282     0.008    52.290     52.292     0.010
52.282     0.016    52.297     52.310     0.028
52.290     0.026    52.315     52.321     0.031
52.297     0.024    52.321     52.322     0.025
52.315     0.007    52.322     52.326     0.011
52.365     0.011    52.376     52.397     0.031
52.376     0.020    52.397     52.407     0.031
52.439     0.007    52.447     52.454     0.015
52.447     0.008    52.454     52.457     0.011
52.491     0.000    52.491     52.493     0.001
52.499     0.000    52.499     52.500     0.001
52.517     0.000    52.517     52.524     0.007
52.534     0.027    52.560     52.562     0.028
52.542     0.020    52.562     52.563     0.022
52.560     0.003    52.563     52.564     0.004
52.576     0.000    52.576     52.583     0.007
52.589     0.000    52.589     52.603     0.014
52.681     0.004    52.685     52.702     0.021
52.685     0.041    52.726     52.733     0.049
52.722     0.011    52.733     52.744     0.022
52.722     0.022    52.744     52.748     0.026
52.749     0.000    52.750     52.759     0.010
52.750     0.009    52.759     52.762     0.012
52.787     0.000    52.787     52.789     0.001
52.803     0.000    52.803     52.806     0.003
52.826     0.014    52.840     52.841     0.016
52.831     0.011    52.842     52.846     0.015
52.840     0.008    52.847     52.856     0.016
52.842     0.014    52.856     52.866     0.024
52.847     0.026    52.873     52.874     0.027
52.873     0.001    52.874     52.880     0.007
52.930     0.000    52.930     52.931     0.001
52.968     0.014    52.982     52.987     0.019
52.970     0.017    52.987     52.988     0.019
52.982     0.011    52.992     53.004     0.022
52.992     0.011    53.004     53.010     0.018
53.024     0.002    53.026     53.027     0.003
53.026     0.001    53.027     53.033     0.007
53.033     0.000    53.033     53.042     0.009
53.049     0.000    53.049     53.067     0.019
53.110     0.000    53.110     53.112     0.002
53.133     0.002    53.135     53.147     0.014
53.135     0.066    53.201     53.203     0.068
53.201     0.022    53.223     53.253     0.052
53.218     0.044    53.261     53.283     0.065
53.223     0.060    53.283     53.286     0.063
53.261     0.025    53.286     53.294     0.032
53.294     0.004    53.298     53.305     0.011
53.298     0.007    53.305     53.324     0.026
53.343     0.000    53.343     53.343     0.000
53.353     0.006    53.359     53.380     0.027
53.353     0.041    53.394     53.396     0.043
53.359     0.060    53.418     53.421     0.062
53.394     0.027    53.421     53.453     0.059
53.418     0.035    53.453     53.482     0.063
53.526     0.000    53.526     53.526     0.001
53.531     0.000    53.531     53.536     0.005
53.568     0.000    53.568     53.569     0.001
53.597     0.021    53.617     53.625     0.028
53.607     0.028    53.634     53.636     0.029
53.617     0.019    53.636     53.642     0.025
53.628     0.014    53.642     53.659     0.030
53.661     0.015    53.676     53.693     0.033
53.676     0.017    53.693     53.709     0.033
53.787     0.000    53.787     53.815     0.028
53.856     0.000    53.856     53.858     0.002
53.865     0.000    53.865     53.871     0.007
53.871     0.000    53.871     53.895     0.024
53.906     0.000    53.906     53.909     0.003
53.915     0.000    53.915     53.916     0.001
53.936     0.019    53.955     53.956     0.020
53.939     0.018    53.957     53.967     0.028
53.955     0.016    53.971     53.974     0.019
53.957     0.018    53.974     53.987     0.030
53.968     0.018    53.987     53.990     0.022
53.991     0.003    53.994     53.994     0.003
53.994     0.012    54.005     54.033     0.040
53.999     0.035    54.033     54.047     0.048
54.005     0.043    54.047     54.059     0.054
54.047     0.027    54.074     54.086     0.039
54.074     0.022    54.096     54.102     0.028
54.089     0.017    54.106     54.107     0.019
54.095     0.013    54.107     54.109     0.014
54.106     0.005    54.111     54.111     0.005
54.111     0.000    54.111     54.129     0.018
54.139     0.000    54.139     54.141     0.002
54.168     0.013    54.181     54.181     0.013
54.181     0.013    54.194     54.211     0.030
54.182     0.029    54.211     54.225     0.043
54.194     0.031    54.225     54.243     0.049
54.251     0.004    54.255     54.264     0.013
54.255     0.009    54.264     54.265     0.010
54.272     0.000    54.272     54.302     0.030
54.272     0.030    54.302     54.317     0.045
54.321     0.000    54.321     54.327     0.007
54.352     0.012    54.364     54.372     0.020
54.363     0.010    54.372     54.379     0.016
54.364     0.018    54.383     54.388     0.024
54.383     0.005    54.388     54.391     0.008
54.404     0.000    54.404     54.421     0.017
54.422     0.000    54.422     54.430     0.009
54.446     0.000    54.446     54.458     0.012
54.477     0.005    54.482     54.485     0.008
54.480     0.005    54.485     54.507     0.028
54.482     0.025    54.507     54.527     0.045
54.535     0.000    54.535     54.540     0.005
54.554     0.000    54.554     54.558     0.004
54.566     0.000    54.566     54.567     0.001
54.571     0.000    54.571     54.574     0.003
54.586     0.016    54.602     54.608     0.022
54.602     0.006    54.608     54.611     0.009
54.675     0.003    54.677     54.682     0.007
54.677     0.005    54.682     54.684     0.007
54.726     0.041    54.768     54.777     0.050
54.732     0.053    54.786     54.833     0.101
54.737     0.130    54.867     54.888     0.150
54.786     0.102    54.888     54.921     0.136
54.836     0.096    54.932     54.940     0.104
54.926     0.014    54.940     54.962     0.036
54.932     0.040    54.972     54.983     0.051
54.970     0.017    54.987     54.995     0.025
54.972     0.070    55.042     55.045     0.073
54.987     0.057    55.045     55.047     0.060
55.007     0.040    55.047     55.061     0.054
55.083     0.001    55.084     55.096     0.013
55.084     0.012    55.096     55.097     0.013
55.107     0.000    55.107     55.143     0.036
55.157     0.000    55.157     55.161     0.003
55.166     0.022    55.187     55.202     0.036
55.187     0.015    55.202     55.210     0.023
55.234     0.000    55.234     55.235     0.000
55.291     0.026    55.317     55.319     0.027
55.317     0.048    55.365     55.379     0.062
55.322     0.057    55.379     55.382     0.060
55.329     0.088    55.418     55.426     0.097
55.405     0.038    55.443     55.445     0.040
55.413     0.040    55.454     55.466     0.052
55.443     0.022    55.466     55.478     0.034
55.454     0.044    55.498     55.503     0.049
55.498     0.005    55.503     55.511     0.013
55.556     0.000    55.556     55.569     0.012
55.586     0.000    55.586     55.595     0.009
55.603     0.000    55.603     55.604     0.001
55.645     0.000    55.645     55.660     0.015
55.676     0.006    55.683     55.689     0.012
55.682     0.006    55.689     55.691     0.009
55.683     0.008    55.691     55.704     0.021
55.704     0.000    55.704     55.709     0.004
55.710     0.006    55.716     55.716     0.006
55.716     0.000    55.716     55.722     0.006
55.750     0.015    55.766     55.809     0.059
55.766     0.049    55.814     55.824     0.058
55.814     0.010    55.824     55.825     0.011
55.829     0.000    55.829     55.830     0.001
55.849     0.040    55.889     55.894     0.045
55.868     0.054    55.922     55.938     0.070
55.889     0.050    55.938     55.939     0.051
55.899     0.040    55.939     55.942     0.043
55.978     0.000    55.978     56.004     0.026
56.029     0.000    56.029     56.046     0.017
56.100     0.000    56.100     56.133     0.034
56.143     0.001    56.144     56.145     0.003
56.144     0.001    56.145     56.146     0.002
56.158     0.000    56.158     56.158     0.000
56.171     0.000    56.171     56.198     0.027
56.219     0.015    56.234     56.234     0.016
56.234     0.001    56.234     56.241     0.007
56.265     0.007    56.273     56.273     0.008
56.273     0.001    56.273     56.280     0.007
56.287     0.000    56.287     56.310     0.023
56.339     0.000    56.339     56.342     0.003
56.359     0.000    56.359     56.362     0.003
56.375     0.023    56.397     56.398     0.023
56.380     0.018    56.398     56.402     0.022
56.397     0.004    56.402     56.409     0.012
56.458     0.000    56.458     56.460     0.002
56.476     0.000    56.476     56.492     0.016
56.522     0.000    56.522     56.525     0.003
56.597     0.021    56.617     56.626     0.029
56.617     0.009    56.626     56.633     0.016
56.678     0.001    56.679     56.693     0.015
56.679     0.015    56.695     56.720     0.040
56.695     0.025    56.720     56.722     0.027
56.736     0.038    56.774     56.777     0.041
56.738     0.039    56.777     56.799     0.061
56.774     0.025    56.799     56.810     0.036
56.799     0.016    56.815     56.820     0.021
56.815     0.005    56.820     56.823     0.008
56.820     0.027    56.848     56.856     0.036
56.820     0.035    56.856     56.857     0.037
56.843     0.014    56.857     56.866     0.023
56.888     0.007    56.895     56.896     0.008
56.895     0.001    56.896     56.897     0.002
56.899     0.000    56.899     56.899     0.000
56.899     0.002    56.902     56.905     0.006
56.902     0.024    56.926     56.928     0.026
56.909     0.026    56.935     56.939     0.030
56.922     0.040    56.963     56.964     0.042
56.935     0.029    56.964     56.965     0.030
56.956     0.010    56.965     56.981     0.025
56.982     0.000    56.982     56.983     0.001
57.054     0.005    57.059     57.080     0.026
57.057     0.071    57.128     57.134     0.077
57.059     0.078    57.137     57.145     0.086
57.114     0.049    57.163     57.178     0.063
57.137     0.040    57.178     57.190     0.053
57.158     0.032    57.190     57.192     0.034
57.199     0.000    57.199     57.200     0.001
57.234     0.000    57.234     57.234     0.000
57.255     0.000    57.255     57.255     0.000
57.258     0.000    57.258     57.259     0.001
57.346     0.018    57.364     57.368     0.022
57.364     0.005    57.368     57.372     0.008
57.368     0.004    57.372     57.375     0.007
57.391     0.049    57.440     57.461     0.070
57.409     0.059    57.468     57.478     0.069
57.411     0.066    57.478     57.488     0.076
57.468     0.019    57.488     57.493     0.024
57.562     0.000    57.562     57.572     0.011
57.580     0.025    57.605     57.623     0.044
57.587     0.040    57.627     57.647     0.060
57.605     0.067    57.672     57.686     0.081
57.627     0.059    57.686     57.686     0.059
57.672     0.015    57.687     57.691     0.019
57.687     0.021    57.708     57.727     0.041
57.705     0.031    57.735     57.756     0.051
57.708     0.057    57.765     57.769     0.061
57.735     0.046    57.782     57.804     0.069
57.764     0.044    57.808     57.823     0.059
57.775     0.048    57.823     57.824     0.049
57.808     0.037    57.845     57.846     0.039
57.829     0.017    57.846     57.851     0.022
57.838     0.034    57.872     57.881     0.043
57.872     0.015    57.886     57.889     0.017
57.886     0.007    57.893     57.912     0.026
57.890     0.022    57.912     57.917     0.027
57.893     0.024    57.917     57.940     0.047
57.950     0.000    57.950     57.951     0.001
57.960     0.000    57.960     57.970     0.010
58.011     0.000    58.011     58.032     0.021
58.047     0.032    58.079     58.083     0.036
58.074     0.009    58.083     58.099     0.025
58.079     0.019    58.099     58.111     0.032
58.121     0.004    58.125     58.134     0.013
58.125     0.024    58.150     58.156     0.030
58.137     0.019    58.156     58.165     0.028
58.144     0.062    58.206     58.207     0.063
58.156     0.067    58.223     58.231     0.075
58.206     0.059    58.266     58.268     0.061
58.211     0.057    58.268     58.274     0.064
58.241     0.033    58.274     58.282     0.041
58.268     0.027    58.295     58.297     0.029
58.295     0.002    58.297     58.299     0.004
58.310     0.000    58.310     58.317     0.007
58.352     0.002    58.355     58.360     0.007
58.355     0.005    58.360     58.372     0.018
58.376     0.000    58.376     58.383     0.006
58.405     0.000    58.405     58.415     0.010
58.473     0.000    58.473     58.501     0.028
58.510     0.000    58.510     58.513     0.003
58.535     0.026    58.561     58.576     0.041
58.551     0.025    58.576     58.578     0.027
58.557     0.027    58.584     58.605     0.048
58.584     0.021    58.605     58.606     0.022
58.619     0.000    58.619     58.624     0.005
58.640     0.009    58.649     58.651     0.011
58.643     0.009    58.651     58.661     0.018
58.649     0.012    58.661     58.666     0.017
58.670     0.000    58.670     58.674     0.004
58.686     0.021    58.707     58.715     0.029
58.707     0.042    58.749     58.755     0.048
58.727     0.048    58.775     58.785     0.058
58.749     0.036    58.785     58.788     0.039
58.775     0.014    58.789     58.793     0.018
58.789     0.004    58.793     58.796     0.007
58.806     0.000    58.806     58.826     0.020
58.831     0.000    58.831     58.847     0.016
58.857     0.014    58.871     58.872     0.015
58.870     0.002    58.872     58.874     0.004
58.871     0.003    58.874     58.887     0.016
58.894     0.003    58.897     58.903     0.008
58.897     0.006    58.903     58.945     0.048
58.948     0.000    58.948     58.950     0.002
58.988     0.027    59.015     59.028     0.040
58.995     0.032    59.028     59.029     0.034
59.015     0.013    59.029     59.036     0.021
59.073     0.008    59.081     59.108     0.035
59.081     0.027    59.108     59.114     0.033
59.119     0.000    59.119     59.132     0.013
59.153     0.004    59.157     59.162     0.008
59.157     0.004    59.162     59.181     0.023
59.224     0.044    59.268     59.270     0.046
59.268     0.038    59.306     59.307     0.039
59.278     0.029    59.307     59.309     0.032
59.298     0.036    59.335     59.342     0.043
59.307     0.035    59.342     59.351     0.044
59.326     0.025    59.351     59.353     0.026
59.377     0.000    59.377     59.379     0.002
59.403     0.000    59.403     59.405     0.002
59.462     0.037    59.499     59.502     0.040
59.497     0.005    59.502     59.504     0.007
59.499     0.017    59.516     59.522     0.023
59.516     0.006    59.522     59.522     0.006
59.528     0.035    59.563     59.575     0.047
59.540     0.035    59.575     59.581     0.041
59.551     0.030    59.581     59.582     0.031
59.584     0.000    59.584     59.585     0.000
59.611     0.002    59.612     59.622     0.011
59.612     0.009    59.622     59.639     0.027
59.644     0.000    59.644     59.657     0.013
59.677     0.000    59.677     59.687     0.009
59.750     0.000    59.750     59.778     0.028
59.779     0.035    59.814     59.819     0.040
59.781     0.038    59.819     59.842     0.061
59.796     0.054    59.850     59.854     0.058
59.850     0.005    59.854     59.856     0.007
59.859     0.007    59.866     59.875     0.015
59.866     0.050    59.916     59.918     0.051
59.875     0.046    59.921     59.933     0.058
59.916     0.017    59.933     59.940     0.024
59.921     0.024    59.945     59.946     0.025
59.941     0.012    59.953     59.953     0.013
59.941     0.013    59.953     60.023     0.082
59.953     0.070    60.023     60.034     0.081
60.051     0.000    60.051     60.052     0.001
60.057     0.025    60.081     60.085     0.028
60.061     0.024    60.085     60.091     0.030
60.081     0.024    60.106     60.106     0.025
60.106     0.008    60.114     60.120     0.014
60.114     0.043    60.157     60.171     0.057
60.132     0.055    60.187     60.210     0.078
60.157     0.089    60.246     60.251     0.094
60.187     0.063    60.251     60.252     0.065
60.212     0.050    60.262     60.299     0.087
60.254     0.045    60.299     60.315     0.061
60.262     0.053    60.315     60.320     0.058
60.324     0.030    60.355     60.368     0.044
60.354     0.014    60.368     60.378     0.023
60.355     0.023    60.378     60.385     0.030
60.410     0.026    60.436     60.452     0.042
60.423     0.033    60.456     60.457     0.034
60.436     0.021    60.457     60.473     0.037
60.456     0.017    60.473     60.489     0.033
60.506     0.008    60.514     60.516     0.010
60.509     0.006    60.516     60.523     0.013
60.514     0.009    60.523     60.529     0.015
60.550     0.000    60.550     60.554     0.003
60.577     0.000    60.577     60.577     0.000
60.584     0.000    60.584     60.590     0.006
60.631     0.005    60.636     60.645     0.014
60.636     0.012    60.648     60.650     0.014
60.648     0.002    60.650     60.658     0.010
60.659     0.000    60.659     60.663     0.004
60.671     0.000    60.671     60.673     0.002
60.688     0.004    60.692     60.708     0.020
60.692     0.027    60.719     60.722     0.030
60.716     0.006    60.722     60.727     0.011
60.719     0.008    60.727     60.730     0.011
60.743     0.002    60.745     60.749     0.006
60.745     0.017    60.762     60.763     0.018
60.758     0.005    60.763     60.781     0.023
60.762     0.019    60.781     60.781     0.019
60.821     0.019    60.841     60.841     0.019
60.841     0.000    60.841     60.864     0.024
60.874     0.016    60.889     60.914     0.041
60.889     0.025    60.914     60.928     0.038
60.928     0.003    60.931     60.935     0.006
60.931     0.003    60.935     60.945     0.014
60.988     0.000    60.988     60.991     0.003
61.006     0.000    61.006     61.034     0.028
61.038     0.004    61.041     61.061     0.023
61.041     0.020    61.061     61.066     0.025
61.088     0.000    61.088     61.089     0.000
61.126     0.073    61.199     61.206     0.080
61.140     0.066    61.206     61.214     0.075
Tw(avg) = 0.019, Tq(avg) = 0.028
