~~~~~~~~~~~~~~~~~~~~~STARTING~~~~~~~~~~~~~~~~~~~~
Lambda = 65.00, Ts = 0.015, SimTime = 100.00

wAvg = 2, qAvg = 2
Arrival      Tw      Start       End        Tq
50.214     0.015    50.229     50.244     0.030
50.216     0.042    50.257     50.259     0.043
50.257     0.002    50.259     50.274     0.017
50.280     0.003    50.283     50.295     0.015
50.283     0.019    50.302     50.310     0.027
50.298     0.012    50.310     50.325     0.027
50.300     0.034    50.334     50.340     0.040
50.327     0.013    50.340     50.355     0.028
50.334     0.028    50.362     50.370     0.036
50.356     0.014    50.370     50.385     0.029
50.362     0.029    50.391     50.400     0.038
50.391     0.010    50.401     50.415     0.024
50.401     0.021    50.422     50.430     0.029
50.422     0.021    50.443     50.445     0.023
50.433     0.020    50.453     50.460     0.027
50.434     0.040    50.474     50.475     0.041
50.452     0.030    50.482     50.490     0.038
50.465     0.025    50.490     50.505     0.040
50.482     0.026    50.507     50.520     0.038
50.507     0.013    50.520     50.535     0.028
50.538     0.000    50.538     50.553     0.015
50.568     0.000    50.568     50.583     0.015
50.598     0.008    50.606     50.613     0.015
50.606     0.007    50.613     50.628     0.022
50.640     0.007    50.647     50.655     0.015
50.642     0.020    50.662     50.670     0.028
50.644     0.026    50.670     50.685     0.041
50.662     0.027    50.689     50.700     0.038
50.686     0.025    50.711     50.715     0.029
50.689     0.039    50.728     50.730     0.041
50.702     0.038    50.740     50.745     0.043
50.717     0.032    50.749     50.760     0.043
50.734     0.040    50.774     50.775     0.041
50.748     0.040    50.788     50.790     0.042
50.774     0.028    50.803     50.805     0.030
50.786     0.019    50.805     50.820     0.034
50.795     0.033    50.828     50.835     0.040
50.828     0.007    50.835     50.850     0.022
50.870     0.009    50.878     50.885     0.015
50.874     0.011    50.885     50.900     0.026
50.875     0.031    50.906     50.915     0.040
50.906     0.011    50.917     50.930     0.023
50.917     0.013    50.930     50.945     0.028
50.962     0.000    50.962     50.977     0.015
50.995     0.010    51.004     51.010     0.015
51.004     0.005    51.010     51.025     0.020
51.030     0.000    51.030     51.045     0.015
51.045     0.000    51.045     51.060     0.015
51.069     0.009    51.077     51.084     0.015
51.077     0.019    51.096     51.099     0.021
51.096     0.002    51.099     51.114     0.017
51.161     0.000    51.161     51.176     0.015
51.177     0.007    51.183     51.192     0.015
51.183     0.009    51.192     51.207     0.024
51.183     0.036    51.219     51.222     0.038
51.219     0.008    51.227     51.237     0.018
51.227     0.024    51.251     51.252     0.025
51.243     0.023    51.266     51.267     0.024
51.251     0.031    51.282     51.282     0.031
51.254     0.038    51.292     51.297     0.043
51.282     0.026    51.308     51.312     0.030
51.285     0.027    51.312     51.327     0.042
51.304     0.034    51.338     51.342     0.038
51.338     0.004    51.342     51.357     0.019
51.363     0.000    51.363     51.378     0.015
51.380     0.013    51.392     51.395     0.015
51.386     0.018    51.405     51.410     0.023
51.392     0.025    51.418     51.425     0.032
51.395     0.044    51.439     51.440     0.045
51.416     0.030    51.446     51.455     0.038
51.432     0.023    51.455     51.470     0.038
51.446     0.023    51.470     51.485     0.038
51.488     0.009    51.497     51.503     0.015
51.496     0.014    51.510     51.518     0.022
51.497     0.034    51.531     51.533     0.036
51.510     0.023    51.533     51.548     0.038
51.531     0.030    51.561     51.563     0.032
51.561     0.002    51.563     51.578     0.017
51.583     0.000    51.583     51.598     0.015
51.623     0.015    51.637     51.638     0.015
51.627     0.011    51.638     51.653     0.026
51.637     0.029    51.666     51.668     0.030
51.658     0.021    51.678     51.683     0.025
51.665     0.017    51.683     51.698     0.032
51.678     0.021    51.700     51.713     0.034
51.700     0.013    51.713     51.728     0.028
51.735     0.000    51.735     51.750     0.015
51.797     0.009    51.806     51.812     0.015
51.806     0.008    51.815     51.827     0.021
51.815     0.013    51.827     51.842     0.028
51.868     0.004    51.872     51.883     0.015
51.872     0.026    51.897     51.898     0.026
51.897     0.001    51.898     51.913     0.016
51.916     0.000    51.916     51.931     0.015
51.963     0.000    51.963     51.978     0.015
51.990     0.015    52.004     52.005     0.015
51.996     0.009    52.005     52.020     0.024
51.999     0.025    52.024     52.035     0.036
52.005     0.043    52.048     52.050     0.045
52.024     0.037    52.061     52.065     0.041
52.048     0.017    52.065     52.080     0.032
52.059     0.021    52.080     52.095     0.036
52.095     0.000    52.095     52.110     0.015
52.149     0.013    52.162     52.164     0.015
52.162     0.002    52.164     52.179     0.017
52.192     0.013    52.205     52.207     0.015
52.201     0.006    52.207     52.222     0.020
52.205     0.017    52.222     52.237     0.032
52.207     0.029    52.237     52.252     0.044
52.267     0.000    52.267     52.282     0.015
52.291     0.000    52.291     52.306     0.015
52.319     0.008    52.327     52.334     0.015
52.327     0.020    52.347     52.349     0.022
52.347     0.002    52.349     52.364     0.017
52.370     0.010    52.380     52.385     0.015
52.380     0.017    52.397     52.400     0.020
52.393     0.020    52.413     52.415     0.023
52.394     0.033    52.427     52.430     0.037
52.413     0.017    52.430     52.445     0.032
52.427     0.019    52.446     52.460     0.034
52.446     0.015    52.460     52.475     0.030
52.497     0.000    52.497     52.512     0.015
52.513     0.000    52.513     52.528     0.015
52.538     0.002    52.540     52.553     0.015
52.540     0.016    52.556     52.568     0.028
52.556     0.011    52.568     52.583     0.026
52.587     0.011    52.597     52.602     0.015
52.597     0.004    52.602     52.617     0.019
52.623     0.000    52.623     52.638     0.015
52.649     0.014    52.663     52.664     0.015
52.654     0.010    52.664     52.679     0.025
52.663     0.016    52.679     52.694     0.031
52.699     0.015    52.714     52.714     0.015
52.714     0.000    52.714     52.729     0.015
52.770     0.012    52.782     52.785     0.015
52.782     0.008    52.790     52.800     0.018
52.788     0.012    52.800     52.815     0.027
52.790     0.025    52.815     52.830     0.040
52.832     0.011    52.843     52.847     0.015
52.843     0.008    52.851     52.862     0.019
52.851     0.011    52.862     52.877     0.026
52.877     0.000    52.877     52.892     0.015
52.902     0.000    52.902     52.917     0.015
52.923     0.000    52.923     52.938     0.015
52.965     0.000    52.965     52.980     0.015
53.001     0.008    53.008     53.016     0.015
53.008     0.022    53.031     53.031     0.022
53.026     0.012    53.038     53.046     0.020
53.031     0.015    53.046     53.061     0.030
53.038     0.027    53.065     53.076     0.038
53.064     0.027    53.090     53.091     0.027
53.065     0.038    53.103     53.106     0.041
53.082     0.033    53.115     53.121     0.039
53.103     0.025    53.128     53.136     0.033
53.115     0.035    53.150     53.151     0.036
53.123     0.028    53.151     53.166     0.043
53.142     0.034    53.176     53.181     0.039
53.169     0.022    53.191     53.196     0.027
53.176     0.027    53.203     53.211     0.035
53.191     0.029    53.221     53.226     0.035
53.203     0.023    53.226     53.241     0.038
53.221     0.020    53.241     53.256     0.035
53.331     0.000    53.331     53.346     0.015
53.364     0.000    53.364     53.379     0.015
53.381     0.000    53.381     53.396     0.015
53.421     0.006    53.427     53.436     0.015
53.427     0.014    53.441     53.451     0.024
53.441     0.016    53.457     53.466     0.025
53.451     0.016    53.467     53.481     0.029
53.457     0.030    53.487     53.496     0.039
53.467     0.029    53.496     53.511     0.044
53.487     0.028    53.516     53.526     0.038
53.516     0.018    53.534     53.541     0.025
53.528     0.018    53.546     53.556     0.028
53.534     0.034    53.567     53.571     0.037
53.543     0.040    53.584     53.586     0.043
53.567     0.025    53.593     53.601     0.033
53.572     0.029    53.601     53.616     0.044
53.586     0.032    53.618     53.631     0.045
53.616     0.017    53.633     53.646     0.030
53.617     0.040    53.656     53.661     0.044
53.633     0.031    53.664     53.676     0.043
53.656     0.034    53.690     53.691     0.035
53.664     0.028    53.692     53.706     0.041
53.685     0.033    53.719     53.721     0.035
53.692     0.034    53.726     53.736     0.044
53.709     0.027    53.736     53.751     0.042
53.726     0.025    53.751     53.766     0.040
53.780     0.008    53.788     53.795     0.015
53.788     0.021    53.809     53.810     0.022
53.809     0.013    53.822     53.825     0.016
53.819     0.020    53.839     53.840     0.021
53.821     0.033    53.854     53.855     0.034
53.837     0.018    53.855     53.870     0.033
53.845     0.025    53.870     53.885     0.040
53.930     0.011    53.941     53.945     0.015
53.938     0.012    53.951     53.960     0.022
53.941     0.019    53.960     53.975     0.034
53.951     0.035    53.985     53.990     0.039
53.976     0.024    54.000     54.005     0.029
53.977     0.028    54.005     54.020     0.043
54.000     0.026    54.026     54.035     0.035
54.023     0.027    54.050     54.050     0.027
54.026     0.034    54.060     54.065     0.039
54.047     0.022    54.069     54.080     0.033
54.054     0.026    54.080     54.095     0.041
54.069     0.026    54.095     54.110     0.041
54.135     0.001    54.136     54.150     0.015
54.136     0.025    54.162     54.165     0.029
54.162     0.016    54.177     54.180     0.019
54.177     0.003    54.180     54.195     0.018
54.208     0.004    54.212     54.223     0.015
54.212     0.025    54.237     54.238     0.026
54.237     0.011    54.248     54.253     0.016
54.247     0.013    54.260     54.268     0.021
54.248     0.032    54.280     54.283     0.035
54.260     0.030    54.290     54.298     0.038
54.278     0.035    54.312     54.313     0.035
54.290     0.034    54.324     54.328     0.038
54.312     0.021    54.333     54.343     0.031
54.324     0.019    54.343     54.358     0.034
54.333     0.025    54.358     54.373     0.040
54.358     0.015    54.373     54.388     0.030
54.399     0.014    54.413     54.414     0.015
54.400     0.029    54.429     54.429     0.029
54.405     0.039    54.443     54.444     0.040
54.420     0.035    54.455     54.459     0.039
54.443     0.016    54.459     54.474     0.031
54.455     0.020    54.474     54.489     0.035
54.504     0.015    54.519     54.519     0.015
54.519     0.000    54.519     54.534     0.015
54.536     0.002    54.538     54.551     0.015
54.538     0.013    54.551     54.566     0.028
54.574     0.010    54.584     54.589     0.015
54.582     0.008    54.589     54.604     0.023
54.584     0.033    54.617     54.619     0.035
54.617     0.016    54.632     54.634     0.018
54.617     0.032    54.649     54.649     0.032
54.632     0.023    54.656     54.664     0.032
54.649     0.015    54.664     54.679     0.030
54.656     0.024    54.679     54.694     0.039
54.727     0.000    54.727     54.742     0.015
54.755     0.000    54.755     54.770     0.015
54.779     0.013    54.792     54.794     0.015
54.782     0.020    54.802     54.809     0.027
54.789     0.033    54.822     54.824     0.035
54.801     0.036    54.837     54.839     0.038
54.822     0.022    54.844     54.854     0.032
54.827     0.033    54.860     54.869     0.042
54.839     0.036    54.875     54.884     0.045
54.857     0.031    54.888     54.899     0.042
54.871     0.028    54.899     54.914     0.043
54.888     0.037    54.925     54.929     0.041
54.925     0.015    54.940     54.944     0.019
54.932     0.013    54.946     54.959     0.026
54.936     0.029    54.966     54.974     0.038
54.946     0.041    54.987     54.989     0.043
54.966     0.024    54.989     55.004     0.038
54.987     0.017    55.004     55.019     0.032
54.989     0.036    55.025     55.034     0.045
55.025     0.020    55.045     55.049     0.024
55.043     0.019    55.062     55.064     0.021
55.045     0.033    55.078     55.079     0.034
55.054     0.038    55.092     55.094     0.040
55.078     0.020    55.098     55.109     0.031
55.092     0.017    55.109     55.124     0.032
55.098     0.031    55.129     55.139     0.041
55.129     0.011    55.140     55.154     0.025
55.140     0.026    55.166     55.169     0.029
55.140     0.038    55.178     55.184     0.044
55.156     0.041    55.196     55.199     0.043
55.170     0.033    55.203     55.214     0.044
55.195     0.032    55.227     55.229     0.034
55.203     0.038    55.241     55.244     0.041
55.216     0.040    55.256     55.259     0.043
55.241     0.018    55.259     55.274     0.033
55.256     0.021    55.277     55.289     0.033
55.277     0.017    55.295     55.304     0.027
55.295     0.022    55.317     55.319     0.024
55.311     0.008    55.319     55.334     0.023
55.317     0.017    55.334     55.349     0.032
55.357     0.013    55.369     55.372     0.015
55.369     0.006    55.375     55.387     0.017
55.373     0.017    55.390     55.402     0.029
55.375     0.039    55.415     55.417     0.041
55.390     0.036    55.426     55.432     0.042
55.402     0.031    55.433     55.447     0.044
55.426     0.026    55.452     55.462     0.035
55.432     0.044    55.476     55.477     0.045
55.448     0.029    55.477     55.492     0.043
55.465     0.032    55.497     55.507     0.042
55.477     0.040    55.517     55.522     0.045
55.497     0.032    55.529     55.537     0.040
55.517     0.027    55.544     55.552     0.035
55.524     0.027    55.552     55.567     0.042
55.539     0.028    55.567     55.582     0.043
55.584     0.007    55.591     55.599     0.015
55.584     0.015    55.599     55.614     0.030
55.591     0.023    55.614     55.629     0.038
55.654     0.011    55.664     55.669     0.015
55.654     0.029    55.683     55.684     0.029
55.664     0.030    55.694     55.699     0.034
55.681     0.018    55.699     55.714     0.033
55.687     0.029    55.716     55.729     0.041
55.716     0.022    55.739     55.744     0.027
55.733     0.018    55.751     55.759     0.026
55.739     0.032    55.771     55.774     0.035
55.751     0.036    55.787     55.789     0.038
55.771     0.018    55.789     55.804     0.033
55.775     0.036    55.812     55.819     0.044
55.812     0.014    55.826     55.834     0.022
55.826     0.009    55.834     55.849     0.023
55.834     0.028    55.862     55.864     0.029
55.834     0.032    55.867     55.879     0.044
55.854     0.033    55.887     55.894     0.040
55.867     0.038    55.904     55.909     0.042
55.887     0.022    55.909     55.924     0.037
55.904     0.024    55.929     55.939     0.034
55.929     0.023    55.952     55.954     0.025
55.952     0.006    55.958     55.969     0.017
55.956     0.013    55.969     55.984     0.028
55.958     0.034    55.992     55.999     0.041
55.992     0.006    55.999     56.014     0.021
56.041     0.013    56.054     56.056     0.015
56.042     0.014    56.056     56.071     0.029
56.054     0.024    56.078     56.086     0.032
56.071     0.015    56.086     56.101     0.030
56.071     0.043    56.114     56.116     0.044
56.114     0.006    56.120     56.131     0.017
56.120     0.018    56.138     56.146     0.025
56.133     0.013    56.146     56.161     0.028
56.138     0.030    56.168     56.176     0.038
56.164     0.017    56.180     56.191     0.027
56.168     0.023    56.191     56.206     0.038
56.180     0.025    56.206     56.221     0.040
56.226     0.010    56.237     56.241     0.015
56.237     0.005    56.241     56.256     0.020
56.259     0.000    56.259     56.274     0.015
56.288     0.000    56.288     56.303     0.015
56.318     0.000    56.318     56.333     0.015
56.333     0.008    56.341     56.348     0.015
56.341     0.018    56.359     56.363     0.022
56.359     0.004    56.363     56.378     0.019
56.430     0.000    56.430     56.445     0.015
56.462     0.003    56.465     56.477     0.015
56.465     0.012    56.477     56.492     0.027
56.498     0.007    56.505     56.513     0.015
56.505     0.020    56.525     56.528     0.023
56.525     0.003    56.528     56.543     0.018
56.547     0.000    56.547     56.562     0.015
56.570     0.002    56.571     56.585     0.015
56.571     0.017    56.588     56.600     0.028
56.586     0.022    56.608     56.615     0.028
56.588     0.027    56.615     56.630     0.042
56.601     0.040    56.641     56.645     0.044
56.641     0.011    56.653     56.660     0.018
56.653     0.022    56.674     56.675     0.022
56.673     0.013    56.686     56.690     0.017
56.674     0.015    56.690     56.705     0.030
56.686     0.019    56.705     56.720     0.034
56.729     0.002    56.732     56.744     0.015
56.732     0.013    56.744     56.759     0.028
56.771     0.004    56.776     56.786     0.015
56.776     0.011    56.786     56.801     0.026
56.835     0.000    56.835     56.850     0.015
56.850     0.013    56.863     56.865     0.015
56.856     0.010    56.865     56.880     0.025
56.863     0.017    56.880     56.895     0.032
56.899     0.010    56.909     56.914     0.015
56.909     0.005    56.914     56.929     0.020
56.929     0.000    56.929     56.944     0.015
56.962     0.005    56.967     56.977     0.015
56.967     0.020    56.987     56.992     0.025
56.987     0.010    56.997     57.007     0.020
56.997     0.018    57.015     57.022     0.025
57.015     0.020    57.035     57.037     0.022
57.029     0.017    57.046     57.052     0.023
57.035     0.017    57.052     57.067     0.032
57.046     0.035    57.081     57.082     0.036
57.081     0.015    57.096     57.097     0.016
57.086     0.022    57.108     57.112     0.026
57.094     0.033    57.127     57.127     0.033
57.108     0.019    57.127     57.142     0.034
57.113     0.040    57.153     57.157     0.044
57.147     0.022    57.169     57.172     0.025
57.153     0.028    57.181     57.187     0.034
57.169     0.018    57.187     57.202     0.033
57.181     0.022    57.203     57.217     0.036
57.203     0.014    57.217     57.232     0.029
57.244     0.010    57.254     57.259     0.015
57.253     0.017    57.270     57.274     0.021
57.254     0.020    57.274     57.289     0.035
57.261     0.031    57.292     57.304     0.043
57.292     0.019    57.311     57.319     0.027
57.308     0.024    57.333     57.334     0.025
57.308     0.028    57.336     57.349     0.040
57.325     0.033    57.357     57.364     0.039
57.336     0.027    57.364     57.379     0.042
57.357     0.036    57.393     57.394     0.036
57.393     0.012    57.405     57.409     0.015
57.395     0.013    57.409     57.424     0.028
57.405     0.024    57.430     57.439     0.033
57.430     0.016    57.445     57.454     0.024
57.445     0.022    57.467     57.469     0.023
57.458     0.023    57.480     57.484     0.026
57.467     0.027    57.494     57.499     0.031
57.476     0.022    57.499     57.514     0.037
57.494     0.020    57.514     57.529     0.034
57.514     0.023    57.537     57.544     0.030
57.537     0.018    57.554     57.559     0.022
57.554     0.019    57.573     57.574     0.019
57.567     0.007    57.574     57.589     0.022
57.573     0.027    57.600     57.604     0.031
57.593     0.011    57.604     57.619     0.026
57.596     0.035    57.631     57.634     0.037
57.631     0.003    57.634     57.649     0.018
57.679     0.014    57.694     57.694     0.015
57.684     0.011    57.696     57.709     0.025
57.694     0.016    57.709     57.724     0.031
57.696     0.043    57.739     57.739     0.044
57.739     0.001    57.739     57.754     0.016
57.780     0.007    57.787     57.795     0.015
57.787     0.022    57.809     57.810     0.023
57.798     0.021    57.818     57.825     0.028
57.804     0.023    57.827     57.840     0.036
57.816     0.028    57.844     57.855     0.039
57.827     0.028    57.855     57.870     0.043
57.844     0.027    57.871     57.885     0.041
57.871     0.021    57.892     57.900     0.029
57.892     0.008    57.900     57.915     0.023
57.919     0.002    57.921     57.934     0.015
57.921     0.013    57.934     57.949     0.028
57.961     0.010    57.971     57.976     0.015
57.971     0.005    57.976     57.991     0.020
57.976     0.029    58.005     58.006     0.030
58.005     0.001    58.006     58.021     0.016
58.033     0.004    58.037     58.048     0.015
58.037     0.011    58.048     58.063     0.026
58.075     0.000    58.075     58.090     0.015
58.104     0.001    58.105     58.119     0.015
58.105     0.014    58.119     58.134     0.029
58.143     0.006    58.149     58.158     0.015
58.149     0.023    58.172     58.173     0.024
58.172     0.001    58.173     58.188     0.016
58.202     0.000    58.202     58.217     0.015
58.238     0.000    58.238     58.253     0.015
58.282     0.007    58.289     58.297     0.015
58.285     0.012    58.297     58.312     0.027
58.289     0.023    58.312     58.327     0.038
58.332     0.000    58.332     58.347     0.015
58.367     0.008    58.375     58.382     0.015
58.375     0.020    58.396     58.397     0.022
58.383     0.017    58.401     58.412     0.029
58.386     0.032    58.418     58.427     0.041
58.401     0.038    58.439     58.442     0.041
58.418     0.024    58.442     58.457     0.039
58.439     0.026    58.465     58.472     0.033
58.465     0.020    58.485     58.487     0.022
58.474     0.013    58.487     58.502     0.028
58.474     0.028    58.502     58.517     0.043
58.536     0.002    58.538     58.551     0.015
58.538     0.018    58.556     58.566     0.028
58.554     0.022    58.576     58.581     0.027
58.556     0.031    58.587     58.596     0.040
58.576     0.020    58.596     58.611     0.035
58.581     0.029    58.611     58.626     0.044
58.628     0.005    58.632     58.643     0.015
58.632     0.019    58.651     58.658     0.025
58.651     0.015    58.666     58.673     0.022
58.664     0.009    58.673     58.688     0.024
58.666     0.025    58.691     58.703     0.036
58.691     0.011    58.703     58.718     0.026
58.730     0.001    58.731     58.745     0.015
58.731     0.021    58.751     58.760     0.029
58.751     0.019    58.770     58.775     0.023
58.770     0.005    58.775     58.790     0.020
58.804     0.008    58.812     58.819     0.015
58.812     0.015    58.827     58.834     0.022
58.827     0.007    58.834     58.849     0.022
58.851     0.000    58.851     58.866     0.015
58.880     0.000    58.880     58.895     0.015
58.896     0.000    58.896     58.911     0.015
58.896     0.015    58.911     58.926     0.030
58.947     0.000    58.947     58.962     0.015
58.963     0.005    58.967     58.978     0.015
58.967     0.010    58.978     58.993     0.025
59.021     0.014    59.035     59.036     0.015
59.035     0.006    59.041     59.051     0.016
59.039     0.019    59.058     59.066     0.028
59.041     0.025    59.066     59.081     0.040
59.058     0.028    59.086     59.096     0.039
59.086     0.017    59.103     59.111     0.025
59.103     0.012    59.115     59.126     0.023
59.115     0.011    59.126     59.141     0.026
59.148     0.000    59.148     59.163     0.015
59.192     0.007    59.199     59.207     0.015
59.196     0.018    59.214     59.222     0.026
59.199     0.023    59.222     59.237     0.038
59.214     0.023    59.237     59.252     0.038
59.277     0.010    59.287     59.292     0.015
59.281     0.011    59.292     59.307     0.026
59.287     0.026    59.313     59.322     0.035
59.313     0.009    59.322     59.337     0.024
59.322     0.015    59.337     59.352     0.030
59.357     0.005    59.362     59.372     0.015
59.362     0.010    59.372     59.387     0.025
59.362     0.025    59.387     59.402     0.040
59.424     0.010    59.433     59.439     0.015
59.433     0.019    59.452     59.454     0.020
59.452     0.007    59.460     59.469     0.016
59.456     0.013    59.469     59.484     0.028
59.460     0.024    59.484     59.499     0.039
59.516     0.004    59.520     59.531     0.015
59.518     0.013    59.531     59.546     0.028
59.520     0.032    59.552     59.561     0.041
59.552     0.017    59.569     59.576     0.024
59.563     0.018    59.580     59.591     0.028
59.569     0.022    59.591     59.606     0.037
59.580     0.026    59.606     59.621     0.041
59.678     0.000    59.678     59.693     0.015
59.729     0.014    59.743     59.744     0.015
59.734     0.023    59.757     59.759     0.026
59.736     0.028    59.764     59.774     0.038
59.757     0.028    59.785     59.789     0.032
59.764     0.025    59.789     59.804     0.040
59.776     0.042    59.818     59.819     0.043
59.818     0.007    59.826     59.834     0.016
59.826     0.008    59.834     59.849     0.023
59.881     0.013    59.895     59.896     0.015
59.891     0.006    59.896     59.911     0.021
59.895     0.017    59.911     59.926     0.032
59.952     0.011    59.963     59.967     0.015
59.963     0.006    59.969     59.982     0.019
59.969     0.012    59.982     59.997     0.027
60.005     0.015    60.020     60.020     0.015
60.020     0.010    60.030     60.035     0.015
60.030     0.005    60.035     60.050     0.020
60.062     0.000    60.062     60.077     0.015
60.091     0.000    60.091     60.106     0.015
60.128     0.014    60.142     60.143     0.015
60.129     0.021    60.150     60.158     0.029
60.132     0.040    60.172     60.173     0.041
60.149     0.024    60.173     60.188     0.039
60.160     0.029    60.188     60.203     0.044
60.227     0.000    60.227     60.242     0.015
60.250     0.007    60.257     60.265     0.015
60.257     0.008    60.265     60.280     0.023
60.286     0.005    60.291     60.301     0.015
60.291     0.011    60.303     60.316     0.025
60.303     0.027    60.330     60.331     0.028
60.324     0.008    60.331     60.346     0.023
60.330     0.017    60.346     60.361     0.032
60.423     0.007    60.430     60.438     0.015
60.430     0.016    60.446     60.453     0.023
60.442     0.011    60.453     60.468     0.026
60.443     0.029    60.472     60.483     0.040
60.472     0.011    60.483     60.498     0.026
60.523     0.000    60.523     60.538     0.015
60.551     0.000    60.551     60.566     0.015
60.577     0.006    60.583     60.592     0.015
60.583     0.009    60.592     60.607     0.024
60.583     0.038    60.621     60.622     0.039
60.617     0.005    60.622     60.637     0.020
60.621     0.015    60.637     60.652     0.030
60.657     0.000    60.657     60.672     0.015
60.680     0.009    60.689     60.695     0.015
60.682     0.013    60.695     60.710     0.028
60.689     0.021    60.710     60.725     0.036
60.727     0.013    60.740     60.742     0.015
60.733     0.010    60.743     60.757     0.024
60.740     0.032    60.772     60.772     0.032
60.743     0.029    60.772     60.787     0.044
60.759     0.030    60.789     60.802     0.043
60.789     0.025    60.814     60.817     0.028
60.814     0.003    60.817     60.832     0.018
60.817     0.014    60.832     60.847     0.029
60.869     0.000    60.869     60.884     0.015
60.929     0.004    60.934     60.944     0.015
60.934     0.015    60.949     60.959     0.026
60.948     0.017    60.964     60.974     0.027
60.949     0.025    60.974     60.989     0.040
60.964     0.027    60.992     61.004     0.040
60.992     0.015    61.006     61.019     0.028
61.006     0.021    61.027     61.034     0.028
61.024     0.023    61.047     61.049     0.025
61.027     0.035    61.062     61.064     0.037
61.047     0.017    61.064     61.079     0.032
61.054     0.034    61.088     61.094     0.041
61.083     0.019    61.102     61.109     0.026
61.086     0.024    61.109     61.124     0.039
61.102     0.037    61.139     61.139     0.037
61.139     0.014    61.153     61.154     0.015
61.144     0.010    61.154     61.169     0.025
61.153     0.019    61.172     61.184     0.031
61.172     0.024    61.196     61.199     0.027
61.187     0.012    61.199     61.214     0.027
61.196     0.030    61.227     61.229     0.033
61.221     0.023    61.244     61.244     0.024
61.227     0.017    61.244     61.259     0.032
61.244     0.015    61.259     61.274     0.030
61.275     0.010    61.286     61.290     0.015
61.286     0.011    61.296     61.305     0.020
61.286     0.020    61.305     61.320     0.035
61.296     0.024    61.320     61.335     0.039
61.341     0.000    61.341     61.356     0.015
61.368     0.015    61.383     61.383     0.015
61.370     0.017    61.388     61.398     0.028
61.373     0.031    61.405     61.413     0.040
61.388     0.032    61.420     61.428     0.041
61.405     0.026    61.431     61.443     0.039
61.420     0.031    61.450     61.458     0.039
61.431     0.033    61.464     61.473     0.042
61.448     0.025    61.473     61.488     0.040
61.464     0.025    61.489     61.503     0.039
61.489     0.020    61.510     61.518     0.029
61.506     0.012    61.518     61.533     0.027
61.510     0.024    61.533     61.548     0.039
61.561     0.000    61.561     61.576     0.015
61.581     0.012    61.593     61.596     0.015
61.593     0.009    61.601     61.611     0.018
61.597     0.014    61.611     61.626     0.029
61.599     0.032    61.631     61.641     0.042
61.631     0.020    61.651     61.656     0.025
61.651     0.014    61.665     61.671     0.020
